Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,21.076,40000,2,782891.5964778148,pagerank
Bayesian_UCB_prior,MUDAR,31.488,40000,2,664475.3693926932,pagerank
TH_prior,MUDAR,32.547,40000,2,664200.3411984913,pagerank
UCB,MUDAR,41.429,40000,3,1073205.0249106733,pagerank
Bayesian_UCB_prior,MUDAR,29.434,40000,3,890092.6520935356,pagerank
TH_prior,MUDAR,32.429,40000,3,896315.9382659392,pagerank
UCB,MUDAR,36.479,40000,4,1321191.1298000072,pagerank
Bayesian_UCB_prior,MUDAR,30.096,40000,4,1059675.4348334381,pagerank
TH_prior,MUDAR,30.287,40000,4,1022277.4520905373,pagerank
UCB,MUDAR,28.854,40000,5,1198384.9585200478,pagerank
Bayesian_UCB_prior,MUDAR,24.047,40000,5,1060105.6776998322,pagerank
TH_prior,MUDAR,31.761,40000,5,1135595.222562065,pagerank
UCB,MUDAR,25.027,40000,2,923731.9280533739,degree
Bayesian_UCB_prior,MUDAR,27.726,40000,2,635771.5673621547,degree
TH_prior,MUDAR,22.326,40000,2,592421.7904194529,degree
UCB,MUDAR,39.645,40000,3,1079475.4472513816,degree
Bayesian_UCB_prior,MUDAR,40.163,40000,3,978407.392831115,degree
TH_prior,MUDAR,37.578,40000,3,951652.7941908417,degree
UCB,MUDAR,38.678,40000,4,1195755.9008867894,degree
Bayesian_UCB_prior,MUDAR,30.978,40000,4,960353.3591549508,degree
TH_prior,MUDAR,33.041,40000,4,984526.5842037667,degree
UCB,MUDAR,43.183,40000,5,1450458.0776750646,degree
Bayesian_UCB_prior,MUDAR,32.332,40000,5,1035038.7455434276,degree
TH_prior,MUDAR,27.482,40000,5,1120016.5946179624,degree
UCB,MUDAR,32.313,40000,2,741711.633464783,voterank
Bayesian_UCB_prior,MUDAR,30.44,40000,2,704764.2591454065,voterank
TH_prior,MUDAR,30.771,40000,2,630415.4905805145,voterank
UCB,MUDAR,43.576,40000,3,1106153.954126086,voterank
Bayesian_UCB_prior,MUDAR,35.533,40000,3,903821.3766648736,voterank
TH_prior,MUDAR,31.581,40000,3,798631.8735874242,voterank
UCB,MUDAR,35.421,40000,4,1213928.60606183,voterank
Bayesian_UCB_prior,MUDAR,29.518,40000,4,1053595.0267683526,voterank
TH_prior,MUDAR,30.191,40000,4,1077011.065138424,voterank
UCB,MUDAR,34.804,40000,5,1142435.926056698,voterank
Bayesian_UCB_prior,MUDAR,34.006,40000,5,1168105.5872477407,voterank
TH_prior,MUDAR,28.873,40000,5,1029030.1080291291,voterank
