,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,99.664,80000,1,14979776.156172508,voterank
1,Bayesian_UCB_prior,MUDAR,97.21,80000,2,12012315.850288888,degree
2,UCB,MUDAR,88.226,80000,3,11125842.013994647,voterank
3,UCB,MUDAR,104.844,80000,4,9594390.746724298,voterank
4,UCB,MUDAR,87.715,80000,5,9752072.07063712,voterank
