Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,11.644,20000,2,544800.0,pagerank
UCB,GIDM,10.808,20000,3,597299.0,pagerank
UCB,GIDM,8.377,20000,4,794244.0,pagerank
UCB,GIDM,10.332,20000,5,739501.0,pagerank
UCB,GIDM,11.166,20000,2,520827.0,degree
UCB,GIDM,12.189,20000,3,635256.0,degree
UCB,GIDM,11.473,20000,4,706036.0,degree
UCB,GIDM,8.975,20000,5,794396.0,degree
UCB,GIDM,7.564,20000,2,523479.0,voterank
UCB,GIDM,13.109,20000,3,659289.0,voterank
UCB,GIDM,7.919,20000,4,680056.0,voterank
UCB,GIDM,8.538,20000,5,730211.0,voterank
UCB,GIDM,6.64,20000,2,595729.0,shapley_degree
UCB,GIDM,7.765,20000,3,698493.0,shapley_degree
UCB,GIDM,11.417,20000,4,685179.0,shapley_degree
UCB,GIDM,11.12,20000,5,695665.0,shapley_degree
