Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,13.47,20000,2,593954.0,pagerank
UCB,GIDM,9.941,20000,3,689492.0,pagerank
UCB,GIDM,10.442,20000,4,894671.0,pagerank
UCB,GIDM,7.284,20000,5,590824.0,pagerank
UCB,GIDM,10.141,20000,2,664262.0,degree
UCB,GIDM,16.218,20000,3,587771.0,degree
UCB,GIDM,13.111,20000,4,916818.0,degree
UCB,GIDM,10.683,20000,5,806302.0,degree
UCB,GIDM,7.034,20000,2,588588.0,voterank
UCB,GIDM,8.742,20000,3,609050.0,voterank
UCB,GIDM,6.239,20000,4,790146.0,voterank
UCB,GIDM,11.447,20000,5,982112.0,voterank
UCB,GIDM,11.589,20000,2,591840.0,shapley_degree
UCB,GIDM,8.009,20000,3,544355.0,shapley_degree
UCB,GIDM,7.105,20000,4,700409.0,shapley_degree
UCB,GIDM,8.221,20000,5,781375.0,shapley_degree
