Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,0.034,20,1,244.0,normal
Bayesian_UCB,GIDM,0.034,20,1,357.0,normal
TH,GIDM,0.199,20,1,252.0,normal
UCB,GIDM,0.037,20,2,190.0,normal
Bayesian_UCB,GIDM,0.032,20,2,124.0,normal
TH,GIDM,0.198,20,2,73.0,normal
UCB,GIDM,0.036,20,3,878.0,normal
Bayesian_UCB,GIDM,0.034,20,3,393.0,normal
TH,GIDM,0.203,20,3,391.0,normal
UCB,GIDM,0.039,20,4,792.0,normal
Bayesian_UCB,GIDM,0.038,20,4,636.0,normal
TH,GIDM,0.205,20,4,1105.0,normal
UCB,GIDM,0.039,20,5,615.0,normal
Bayesian_UCB,GIDM,0.035,20,5,575.0,normal
TH,GIDM,0.207,20,5,597.0,normal
UCB,GIDM,0.003,20,1,246.0,pagerank
Bayesian_UCB,GIDM,0.003,20,1,341.0,pagerank
Bayesian_UCB_prior,GIDM,0.001,20,1,144.0,pagerank
TH,GIDM,0.005,20,1,184.0,pagerank
TH_prior,GIDM,0.005,20,1,378.0,pagerank
UCB,GIDM,0.004,20,2,504.0,pagerank
Bayesian_UCB,GIDM,0.007,20,2,581.0,pagerank
Bayesian_UCB_prior,GIDM,0.002,20,2,303.0,pagerank
TH,GIDM,0.007,20,2,273.0,pagerank
TH_prior,GIDM,0.005,20,2,475.0,pagerank
UCB,GIDM,0.003,20,3,479.0,pagerank
Bayesian_UCB,GIDM,0.002,20,3,286.0,pagerank
Bayesian_UCB_prior,GIDM,0.002,20,3,337.0,pagerank
TH,GIDM,0.005,20,3,377.0,pagerank
TH_prior,GIDM,0.008,20,3,1108.0,pagerank
UCB,GIDM,0.003,20,4,387.0,pagerank
Bayesian_UCB,GIDM,0.003,20,4,307.0,pagerank
Bayesian_UCB_prior,GIDM,0.004,20,4,1116.0,pagerank
TH,GIDM,0.007,20,4,791.0,pagerank
TH_prior,GIDM,0.005,20,4,269.0,pagerank
UCB,GIDM,0.008,20,5,1293.0,pagerank
Bayesian_UCB,GIDM,0.004,20,5,561.0,pagerank
Bayesian_UCB_prior,GIDM,0.004,20,5,817.0,pagerank
TH,GIDM,0.004,20,5,177.0,pagerank
TH_prior,GIDM,0.008,20,5,479.0,pagerank
UCB,GIDM,0.005,20,1,310.0,degree
Bayesian_UCB,GIDM,0.003,20,1,419.0,degree
Bayesian_UCB_prior,GIDM,0.004,20,1,385.0,degree
TH,GIDM,0.004,20,1,224.0,degree
TH_prior,GIDM,0.005,20,1,296.0,degree
UCB,GIDM,0.004,20,2,432.0,degree
Bayesian_UCB,GIDM,0.002,20,2,367.0,degree
Bayesian_UCB_prior,GIDM,0.005,20,2,509.0,degree
TH,GIDM,0.008,20,2,367.0,degree
TH_prior,GIDM,0.005,20,2,529.0,degree
UCB,GIDM,0.005,20,3,544.0,degree
Bayesian_UCB,GIDM,0.003,20,3,103.0,degree
Bayesian_UCB_prior,GIDM,0.005,20,3,285.0,degree
TH,GIDM,0.007,20,3,1087.0,degree
TH_prior,GIDM,0.007,20,3,526.0,degree
UCB,GIDM,0.003,20,4,513.0,degree
Bayesian_UCB,GIDM,0.003,20,4,450.0,degree
Bayesian_UCB_prior,GIDM,0.01,20,4,377.0,degree
TH,GIDM,0.007,20,4,938.0,degree
TH_prior,GIDM,0.005,20,4,597.0,degree
UCB,GIDM,0.003,20,5,178.0,degree
Bayesian_UCB,GIDM,0.005,20,5,999.0,degree
Bayesian_UCB_prior,GIDM,0.004,20,5,631.0,degree
TH,GIDM,0.004,20,5,184.0,degree
TH_prior,GIDM,0.008,20,5,1295.0,degree
UCB,GIDM,0.002,20,1,173.0,voterank
Bayesian_UCB,GIDM,0.005,20,1,429.0,voterank
Bayesian_UCB_prior,GIDM,0.004,20,1,385.0,voterank
TH,GIDM,0.005,20,1,260.0,voterank
TH_prior,GIDM,0.006,20,1,294.0,voterank
UCB,GIDM,0.015,20,2,735.0,voterank
Bayesian_UCB,GIDM,0.007,20,2,453.0,voterank
Bayesian_UCB_prior,GIDM,0.004,20,2,686.0,voterank
TH,GIDM,0.008,20,2,173.0,voterank
TH_prior,GIDM,0.004,20,2,13.0,voterank
UCB,GIDM,0.004,20,3,436.0,voterank
Bayesian_UCB,GIDM,0.003,20,3,380.0,voterank
Bayesian_UCB_prior,GIDM,0.003,20,3,266.0,voterank
TH,GIDM,0.006,20,3,462.0,voterank
TH_prior,GIDM,0.003,20,3,292.0,voterank
UCB,GIDM,0.003,20,4,771.0,voterank
Bayesian_UCB,GIDM,0.005,20,4,822.0,voterank
Bayesian_UCB_prior,GIDM,0.004,20,4,506.0,voterank
TH,GIDM,0.003,20,4,61.0,voterank
TH_prior,GIDM,0.005,20,4,538.0,voterank
UCB,GIDM,0.006,20,5,1509.0,voterank
Bayesian_UCB,GIDM,0.002,20,5,387.0,voterank
Bayesian_UCB_prior,GIDM,0.004,20,5,741.0,voterank
TH,GIDM,0.008,20,5,872.0,voterank
TH_prior,GIDM,0.009,20,5,271.0,voterank
UCB,GIDM,0.003,20,1,271.0,shapley_degree
Bayesian_UCB,GIDM,0.001,20,1,20.0,shapley_degree
Bayesian_UCB_prior,GIDM,0.004,20,1,388.0,shapley_degree
TH,GIDM,0.004,20,1,243.0,shapley_degree
TH_prior,GIDM,0.005,20,1,350.0,shapley_degree
UCB,GIDM,0.002,20,2,409.0,shapley_degree
Bayesian_UCB,GIDM,0.001,20,2,111.0,shapley_degree
Bayesian_UCB_prior,GIDM,0.004,20,2,250.0,shapley_degree
TH,GIDM,0.005,20,2,412.0,shapley_degree
TH_prior,GIDM,0.004,20,2,424.0,shapley_degree
UCB,GIDM,0.003,20,3,556.0,shapley_degree
Bayesian_UCB,GIDM,0.003,20,3,531.0,shapley_degree
Bayesian_UCB_prior,GIDM,0.003,20,3,759.0,shapley_degree
TH,GIDM,0.007,20,3,608.0,shapley_degree
TH_prior,GIDM,0.004,20,3,430.0,shapley_degree
UCB,GIDM,0.005,20,4,454.0,shapley_degree
Bayesian_UCB,GIDM,0.006,20,4,808.0,shapley_degree
Bayesian_UCB_prior,GIDM,0.004,20,4,1140.0,shapley_degree
TH,GIDM,0.005,20,4,406.0,shapley_degree
TH_prior,GIDM,0.004,20,4,532.0,shapley_degree
UCB,GIDM,0.015,20,5,947.0,shapley_degree
Bayesian_UCB,GIDM,0.005,20,5,930.0,shapley_degree
Bayesian_UCB_prior,GIDM,0.008,20,5,768.0,shapley_degree
TH,GIDM,0.006,20,5,817.0,shapley_degree
TH_prior,GIDM,0.006,20,5,437.0,shapley_degree
UCB,GIDM,0.004,20,1,203.0,shapley_threshold
Bayesian_UCB,GIDM,0.004,20,1,381.0,shapley_threshold
Bayesian_UCB_prior,GIDM,0.001,20,1,199.0,shapley_threshold
TH,GIDM,0.005,20,1,160.0,shapley_threshold
TH_prior,GIDM,0.007,20,1,250.0,shapley_threshold
UCB,GIDM,0.003,20,2,285.0,shapley_threshold
Bayesian_UCB,GIDM,0.002,20,2,225.0,shapley_threshold
Bayesian_UCB_prior,GIDM,0.004,20,2,131.0,shapley_threshold
TH,GIDM,0.005,20,2,564.0,shapley_threshold
TH_prior,GIDM,0.005,20,2,810.0,shapley_threshold
UCB,GIDM,0.002,20,3,232.0,shapley_threshold
Bayesian_UCB,GIDM,0.001,20,3,108.0,shapley_threshold
Bayesian_UCB_prior,GIDM,0.003,20,3,525.0,shapley_threshold
TH,GIDM,0.005,20,3,354.0,shapley_threshold
TH_prior,GIDM,0.003,20,3,225.0,shapley_threshold
UCB,GIDM,0.005,20,4,751.0,shapley_threshold
Bayesian_UCB,GIDM,0.002,20,4,418.0,shapley_threshold
Bayesian_UCB_prior,GIDM,0.006,20,4,953.0,shapley_threshold
TH,GIDM,0.004,20,4,442.0,shapley_threshold
TH_prior,GIDM,0.005,20,4,701.0,shapley_threshold
UCB,GIDM,0.003,20,5,164.0,shapley_threshold
Bayesian_UCB,GIDM,0.005,20,5,510.0,shapley_threshold
Bayesian_UCB_prior,GIDM,0.003,20,5,551.0,shapley_threshold
TH,GIDM,0.004,20,5,372.0,shapley_threshold
TH_prior,GIDM,0.006,20,5,234.0,shapley_threshold
UCB,GIDM,0.005,20,1,287.0,shapley_closeness
Bayesian_UCB,GIDM,0.001,20,1,121.0,shapley_closeness
Bayesian_UCB_prior,GIDM,0.006,20,1,264.0,shapley_closeness
TH,GIDM,0.006,20,1,309.0,shapley_closeness
TH_prior,GIDM,0.005,20,1,153.0,shapley_closeness
UCB,GIDM,0.003,20,2,313.0,shapley_closeness
Bayesian_UCB,GIDM,0.006,20,2,518.0,shapley_closeness
Bayesian_UCB_prior,GIDM,0.002,20,2,361.0,shapley_closeness
TH,GIDM,0.01,20,2,549.0,shapley_closeness
TH_prior,GIDM,0.003,20,2,89.0,shapley_closeness
UCB,GIDM,0.002,20,3,487.0,shapley_closeness
Bayesian_UCB,GIDM,0.003,20,3,89.0,shapley_closeness
Bayesian_UCB_prior,GIDM,0.004,20,3,425.0,shapley_closeness
TH,GIDM,0.005,20,3,133.0,shapley_closeness
TH_prior,GIDM,0.007,20,3,630.0,shapley_closeness
UCB,GIDM,0.004,20,4,349.0,shapley_closeness
Bayesian_UCB,GIDM,0.004,20,4,469.0,shapley_closeness
Bayesian_UCB_prior,GIDM,0.004,20,4,587.0,shapley_closeness
TH,GIDM,0.005,20,4,739.0,shapley_closeness
TH_prior,GIDM,0.008,20,4,943.0,shapley_closeness
UCB,GIDM,0.002,20,5,326.0,shapley_closeness
Bayesian_UCB,GIDM,0.002,20,5,41.0,shapley_closeness
Bayesian_UCB_prior,GIDM,0.003,20,5,281.0,shapley_closeness
TH,GIDM,0.003,20,5,117.0,shapley_closeness
TH_prior,GIDM,0.005,20,5,672.0,shapley_closeness
