Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,27.45,40000,2,786062.0413983323,pagerank
Bayesian_UCB_prior,MUDAR,31.298,40000,2,676328.8694912309,pagerank
TH_prior,MUDAR,42.321,40000,2,734952.0826855858,pagerank
UCB,MUDAR,51.213,40000,3,956231.0766694124,pagerank
Bayesian_UCB_prior,MUDAR,38.265,40000,3,893946.1882652389,pagerank
TH_prior,MUDAR,32.916,40000,3,852588.934354012,pagerank
UCB,MUDAR,48.333,40000,4,1225989.7610997795,pagerank
Bayesian_UCB_prior,MUDAR,42.28,40000,4,1121830.860085165,pagerank
TH_prior,MUDAR,39.339,40000,4,1102711.3494033574,pagerank
UCB,MUDAR,26.732,40000,5,1254042.7578009306,pagerank
Bayesian_UCB_prior,MUDAR,37.645,40000,5,1223793.1374630164,pagerank
TH_prior,MUDAR,36.227,40000,5,1145862.8117041886,pagerank
UCB,MUDAR,25.882,40000,2,803045.4981144092,degree
Bayesian_UCB_prior,MUDAR,29.993,40000,2,697010.6956897822,degree
TH_prior,MUDAR,35.117,40000,2,672385.3119275918,degree
UCB,MUDAR,54.38,40000,3,1294522.8366199404,degree
Bayesian_UCB_prior,MUDAR,37.712,40000,3,951762.5306924339,degree
TH_prior,MUDAR,33.024,40000,3,915594.1411564193,degree
UCB,MUDAR,35.768,40000,4,1154463.3061061183,degree
Bayesian_UCB_prior,MUDAR,39.994,40000,4,1180002.9775508924,degree
TH_prior,MUDAR,29.989,40000,4,1075931.9812498535,degree
UCB,MUDAR,46.301,40000,5,1427178.9543167262,degree
Bayesian_UCB_prior,MUDAR,40.121,40000,5,1302929.9740920863,degree
TH_prior,MUDAR,41.452,40000,5,1206585.9204127106,degree
UCB,MUDAR,32.027,40000,2,834160.1678315079,voterank
Bayesian_UCB_prior,MUDAR,32.84,40000,2,689624.6410321875,voterank
TH_prior,MUDAR,37.929,40000,2,661050.0796444769,voterank
UCB,MUDAR,33.049,40000,3,1002350.2476215499,voterank
Bayesian_UCB_prior,MUDAR,35.852,40000,3,935156.3894188801,voterank
TH_prior,MUDAR,33.856,40000,3,965142.3988699422,voterank
UCB,MUDAR,26.876,40000,4,1224625.3885559086,voterank
Bayesian_UCB_prior,MUDAR,27.657,40000,4,1095190.3071755732,voterank
TH_prior,MUDAR,41.046,40000,4,1073584.5902937814,voterank
UCB,MUDAR,51.643,40000,5,1401030.066955309,voterank
Bayesian_UCB_prior,MUDAR,32.857,40000,5,1225410.166090047,voterank
TH_prior,MUDAR,36.469,40000,5,1224039.8957479259,voterank
