,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,GIDM,38.957,40000,2,1041324.0,degree
1,UCB,GIDM,38.119,40000,3,1458971.0,shapley_degree
2,UCB,GIDM,35.927,40000,4,1690165.0,pagerank
3,UCB,GIDM,29.556,40000,5,1791251.0,degree
