Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,0.152,100,1,14842.23375568203,normal
Bayesian_UCB,MUDAR,0.147,100,1,7542.71899753236,normal
TH,MUDAR,0.972,100,1,19959.181587187628,normal
UCB,MUDAR,0.15,100,2,8763.23729637574,normal
Bayesian_UCB,MUDAR,0.152,100,2,9631.512096779126,normal
TH,MUDAR,0.954,100,2,11519.02256710473,normal
UCB,MUDAR,0.158,100,3,9121.394004532494,normal
Bayesian_UCB,MUDAR,0.151,100,3,11347.412983490976,normal
TH,MUDAR,0.949,100,3,10441.977490517453,normal
UCB,MUDAR,0.156,100,4,9062.443936832768,normal
Bayesian_UCB,MUDAR,0.151,100,4,9147.291402668467,normal
TH,MUDAR,0.974,100,4,6348.603068901039,normal
UCB,MUDAR,0.165,100,5,6176.86471732384,normal
Bayesian_UCB,MUDAR,0.15,100,5,5482.516149060366,normal
TH,MUDAR,0.969,100,5,5016.137490130438,normal
UCB,MUDAR,0.01,100,1,14250.625969656587,pagerank
Bayesian_UCB,MUDAR,0.008,100,1,11856.39347531035,pagerank
Bayesian_UCB_prior,MUDAR,0.007,100,1,7449.63737026823,pagerank
TH,MUDAR,0.017,100,1,12364.111826637933,pagerank
TH_prior,MUDAR,0.017,100,1,15868.472607011252,pagerank
UCB,MUDAR,0.01,100,2,12436.34150245741,pagerank
Bayesian_UCB,MUDAR,0.01,100,2,11811.904773844157,pagerank
Bayesian_UCB_prior,MUDAR,0.011,100,2,14053.478876185392,pagerank
TH,MUDAR,0.018,100,2,10625.568323466436,pagerank
TH_prior,MUDAR,0.018,100,2,13793.521086100443,pagerank
UCB,MUDAR,0.014,100,3,16548.82964713243,pagerank
Bayesian_UCB,MUDAR,0.012,100,3,14929.946353127778,pagerank
Bayesian_UCB_prior,MUDAR,0.009,100,3,7239.069967581365,pagerank
TH,MUDAR,0.017,100,3,6981.466308173059,pagerank
TH_prior,MUDAR,0.021,100,3,16713.880339141004,pagerank
UCB,MUDAR,0.011,100,4,11562.51656328145,pagerank
Bayesian_UCB,MUDAR,0.009,100,4,8115.103388248076,pagerank
Bayesian_UCB_prior,MUDAR,0.01,100,4,7179.521240055023,pagerank
TH,MUDAR,0.018,100,4,9337.954500924661,pagerank
TH_prior,MUDAR,0.017,100,4,8551.085363882647,pagerank
UCB,MUDAR,0.011,100,5,9161.851959529198,pagerank
Bayesian_UCB,MUDAR,0.014,100,5,13720.693434500221,pagerank
Bayesian_UCB_prior,MUDAR,0.01,100,5,9553.46103914444,pagerank
TH,MUDAR,0.018,100,5,9455.412022919549,pagerank
TH_prior,MUDAR,0.017,100,5,6595.891837508207,pagerank
UCB,MUDAR,0.009,100,1,10883.407895290393,degree
Bayesian_UCB,MUDAR,0.009,100,1,13098.136993879396,degree
Bayesian_UCB_prior,MUDAR,0.008,100,1,9625.936865221605,degree
TH,MUDAR,0.019,100,1,16331.576754563772,degree
TH_prior,MUDAR,0.018,100,1,14901.77953852869,degree
UCB,MUDAR,0.01,100,2,11807.433276306723,degree
Bayesian_UCB,MUDAR,0.009,100,2,9641.672974911986,degree
Bayesian_UCB_prior,MUDAR,0.009,100,2,8420.992437654106,degree
TH,MUDAR,0.018,100,2,14504.733039729066,degree
TH_prior,MUDAR,0.021,100,2,17682.523310687047,degree
UCB,MUDAR,0.011,100,3,10086.099392153954,degree
Bayesian_UCB,MUDAR,0.01,100,3,8999.704245621153,degree
Bayesian_UCB_prior,MUDAR,0.013,100,3,17738.80417442447,degree
TH,MUDAR,0.019,100,3,9928.6594541421,degree
TH_prior,MUDAR,0.018,100,3,11471.719126229567,degree
UCB,MUDAR,0.014,100,4,14605.34660167335,degree
Bayesian_UCB,MUDAR,0.013,100,4,15174.883386032143,degree
Bayesian_UCB_prior,MUDAR,0.014,100,4,15594.89172693089,degree
TH,MUDAR,0.018,100,4,8543.64452142488,degree
TH_prior,MUDAR,0.021,100,4,14464.355285344947,degree
UCB,MUDAR,0.01,100,5,8019.802587267598,degree
Bayesian_UCB,MUDAR,0.013,100,5,11230.7743632297,degree
Bayesian_UCB_prior,MUDAR,0.013,100,5,12190.714472159705,degree
TH,MUDAR,0.018,100,5,8500.103522289954,degree
TH_prior,MUDAR,0.018,100,5,9133.780560831763,degree
UCB,MUDAR,0.011,100,1,17383.102592593117,voterank
Bayesian_UCB,MUDAR,0.008,100,1,10895.141039071319,voterank
Bayesian_UCB_prior,MUDAR,0.01,100,1,12843.424726603103,voterank
TH,MUDAR,0.017,100,1,14421.546309373536,voterank
TH_prior,MUDAR,0.017,100,1,12492.20837436754,voterank
UCB,MUDAR,0.01,100,2,10611.485416825159,voterank
Bayesian_UCB,MUDAR,0.011,100,2,14194.708121890946,voterank
Bayesian_UCB_prior,MUDAR,0.012,100,2,14525.652341535511,voterank
TH,MUDAR,0.018,100,2,10158.089251807256,voterank
TH_prior,MUDAR,0.02,100,2,17362.492071719935,voterank
UCB,MUDAR,0.009,100,3,6715.48687782065,voterank
Bayesian_UCB,MUDAR,0.009,100,3,8396.828728660148,voterank
Bayesian_UCB_prior,MUDAR,0.011,100,3,11363.042584993234,voterank
TH,MUDAR,0.017,100,3,8747.36840051275,voterank
TH_prior,MUDAR,0.019,100,3,12753.942695977883,voterank
UCB,MUDAR,0.011,100,4,9702.52155250331,voterank
Bayesian_UCB,MUDAR,0.013,100,4,13794.740092693355,voterank
Bayesian_UCB_prior,MUDAR,0.011,100,4,10322.406223573484,voterank
TH,MUDAR,0.017,100,4,7070.548125602254,voterank
TH_prior,MUDAR,0.018,100,4,9121.814830808144,voterank
UCB,MUDAR,0.009,100,5,6272.353246487526,voterank
Bayesian_UCB,MUDAR,0.014,100,5,12329.708775113375,voterank
Bayesian_UCB_prior,MUDAR,0.014,100,5,11190.937484007292,voterank
