Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAN,0.15,100,1,958.0,normal
Bayesian_UCB,MUDAN,0.154,100,1,1292.0,normal
TH,MUDAN,0.974,100,1,893.0,normal
UCB,MUDAN,0.149,100,2,1075.0,normal
Bayesian_UCB,MUDAN,0.147,100,2,1755.0,normal
TH,MUDAN,0.973,100,2,2018.0,normal
UCB,MUDAN,0.155,100,3,1737.0,normal
Bayesian_UCB,MUDAN,0.15,100,3,1734.0,normal
TH,MUDAN,0.958,100,3,2466.0,normal
UCB,MUDAN,0.153,100,4,2079.0,normal
Bayesian_UCB,MUDAN,0.152,100,4,2333.0,normal
TH,MUDAN,0.971,100,4,3314.0,normal
UCB,MUDAN,0.15,100,5,1870.0,normal
Bayesian_UCB,MUDAN,0.149,100,5,3371.0,normal
TH,MUDAN,0.958,100,5,2273.0,normal
UCB,MUDAN,0.007,100,1,949.0,pagerank
Bayesian_UCB,MUDAN,0.008,100,1,1330.0,pagerank
Bayesian_UCB_prior,MUDAN,0.007,100,1,1186.0,pagerank
TH,MUDAN,0.016,100,1,833.0,pagerank
TH_prior,MUDAN,0.015,100,1,978.0,pagerank
UCB,MUDAN,0.008,100,2,1882.0,pagerank
Bayesian_UCB,MUDAN,0.008,100,2,1957.0,pagerank
Bayesian_UCB_prior,MUDAN,0.007,100,2,1591.0,pagerank
TH,MUDAN,0.016,100,2,1405.0,pagerank
TH_prior,MUDAN,0.015,100,2,1600.0,pagerank
UCB,MUDAN,0.008,100,3,1906.0,pagerank
Bayesian_UCB,MUDAN,0.009,100,3,2406.0,pagerank
Bayesian_UCB_prior,MUDAN,0.008,100,3,2408.0,pagerank
TH,MUDAN,0.017,100,3,2816.0,pagerank
TH_prior,MUDAN,0.017,100,3,2041.0,pagerank
UCB,MUDAN,0.009,100,4,2793.0,pagerank
Bayesian_UCB,MUDAN,0.009,100,4,2809.0,pagerank
Bayesian_UCB_prior,MUDAN,0.01,100,4,4115.0,pagerank
TH,MUDAN,0.018,100,4,3663.0,pagerank
TH_prior,MUDAN,0.018,100,4,3021.0,pagerank
UCB,MUDAN,0.009,100,5,3798.0,pagerank
Bayesian_UCB,MUDAN,0.009,100,5,3062.0,pagerank
Bayesian_UCB_prior,MUDAN,0.01,100,5,3696.0,pagerank
TH,MUDAN,0.018,100,5,3295.0,pagerank
TH_prior,MUDAN,0.018,100,5,3322.0,pagerank
UCB,MUDAN,0.007,100,1,1116.0,degree
Bayesian_UCB,MUDAN,0.009,100,1,472.0,degree
Bayesian_UCB_prior,MUDAN,0.009,100,1,1224.0,degree
TH,MUDAN,0.018,100,1,1085.0,degree
TH_prior,MUDAN,0.018,100,1,1009.0,degree
UCB,MUDAN,0.009,100,2,1496.0,degree
Bayesian_UCB,MUDAN,0.009,100,2,1686.0,degree
Bayesian_UCB_prior,MUDAN,0.009,100,2,1524.0,degree
TH,MUDAN,0.016,100,2,2111.0,degree
TH_prior,MUDAN,0.018,100,2,2173.0,degree
UCB,MUDAN,0.009,100,3,3005.0,degree
Bayesian_UCB,MUDAN,0.01,100,3,2534.0,degree
Bayesian_UCB_prior,MUDAN,0.009,100,3,2691.0,degree
TH,MUDAN,0.019,100,3,2985.0,degree
TH_prior,MUDAN,0.017,100,3,2499.0,degree
UCB,MUDAN,0.011,100,4,3679.0,degree
Bayesian_UCB,MUDAN,0.008,100,4,2315.0,degree
Bayesian_UCB_prior,MUDAN,0.01,100,4,3492.0,degree
TH,MUDAN,0.019,100,4,3690.0,degree
TH_prior,MUDAN,0.018,100,4,3130.0,degree
UCB,MUDAN,0.01,100,5,3168.0,degree
Bayesian_UCB,MUDAN,0.013,100,5,4688.0,degree
Bayesian_UCB_prior,MUDAN,0.008,100,5,2190.0,degree
TH,MUDAN,0.019,100,5,4106.0,degree
TH_prior,MUDAN,0.018,100,5,3447.0,degree
UCB,MUDAN,0.006,100,1,777.0,voterank
Bayesian_UCB,MUDAN,0.008,100,1,951.0,voterank
Bayesian_UCB_prior,MUDAN,0.007,100,1,1326.0,voterank
TH,MUDAN,0.017,100,1,1100.0,voterank
TH_prior,MUDAN,0.016,100,1,1173.0,voterank
UCB,MUDAN,0.008,100,2,1557.0,voterank
Bayesian_UCB,MUDAN,0.008,100,2,1537.0,voterank
Bayesian_UCB_prior,MUDAN,0.008,100,2,1513.0,voterank
TH,MUDAN,0.018,100,2,1995.0,voterank
TH_prior,MUDAN,0.017,100,2,2042.0,voterank
UCB,MUDAN,0.01,100,3,2726.0,voterank
Bayesian_UCB,MUDAN,0.011,100,3,2472.0,voterank
Bayesian_UCB_prior,MUDAN,0.009,100,3,2411.0,voterank
TH,MUDAN,0.018,100,3,3594.0,voterank
TH_prior,MUDAN,0.018,100,3,2846.0,voterank
UCB,MUDAN,0.01,100,4,3486.0,voterank
Bayesian_UCB,MUDAN,0.01,100,4,3494.0,voterank
Bayesian_UCB_prior,MUDAN,0.009,100,4,2680.0,voterank
TH,MUDAN,0.017,100,4,3073.0,voterank
TH_prior,MUDAN,0.017,100,4,2203.0,voterank
UCB,MUDAN,0.009,100,5,2439.0,voterank
Bayesian_UCB,MUDAN,0.01,100,5,2952.0,voterank
Bayesian_UCB_prior,MUDAN,0.01,100,5,3027.0,voterank
TH,MUDAN,0.018,100,5,4029.0,voterank
TH_prior,MUDAN,0.019,100,5,4741.0,voterank
UCB,MUDAN,0.008,100,1,1314.0,shapley_degree
Bayesian_UCB,MUDAN,0.007,100,1,1101.0,shapley_degree
Bayesian_UCB_prior,MUDAN,0.007,100,1,776.0,shapley_degree
TH,MUDAN,0.017,100,1,1199.0,shapley_degree
TH_prior,MUDAN,0.014,100,1,1098.0,shapley_degree
UCB,MUDAN,0.007,100,2,1647.0,shapley_degree
Bayesian_UCB,MUDAN,0.007,100,2,1984.0,shapley_degree
Bayesian_UCB_prior,MUDAN,0.008,100,2,1665.0,shapley_degree
TH,MUDAN,0.015,100,2,1603.0,shapley_degree
TH_prior,MUDAN,0.015,100,2,1888.0,shapley_degree
UCB,MUDAN,0.009,100,3,2158.0,shapley_degree
Bayesian_UCB,MUDAN,0.009,100,3,2796.0,shapley_degree
Bayesian_UCB_prior,MUDAN,0.008,100,3,1905.0,shapley_degree
TH,MUDAN,0.016,100,3,2244.0,shapley_degree
TH_prior,MUDAN,0.016,100,3,2981.0,shapley_degree
UCB,MUDAN,0.008,100,4,2514.0,shapley_degree
Bayesian_UCB,MUDAN,0.009,100,4,2838.0,shapley_degree
Bayesian_UCB_prior,MUDAN,0.011,100,4,3913.0,shapley_degree
TH,MUDAN,0.018,100,4,3032.0,shapley_degree
TH_prior,MUDAN,0.017,100,4,4131.0,shapley_degree
UCB,MUDAN,0.011,100,5,4221.0,shapley_degree
Bayesian_UCB,MUDAN,0.01,100,5,3958.0,shapley_degree
Bayesian_UCB_prior,MUDAN,0.009,100,5,2947.0,shapley_degree
TH,MUDAN,0.017,100,5,3899.0,shapley_degree
TH_prior,MUDAN,0.018,100,5,3834.0,shapley_degree
UCB,MUDAN,0.007,100,1,723.0,shapley_threshold
Bayesian_UCB,MUDAN,0.008,100,1,1324.0,shapley_threshold
Bayesian_UCB_prior,MUDAN,0.008,100,1,869.0,shapley_threshold
TH,MUDAN,0.015,100,1,1172.0,shapley_threshold
TH_prior,MUDAN,0.014,100,1,889.0,shapley_threshold
