Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,0.149,100,1,9051.01744780743,normal
Bayesian_UCB,MUDAR,0.146,100,1,8486.715721034097,normal
TH,MUDAR,0.982,100,1,8270.456549076038,normal
UCB,MUDAR,0.151,100,2,8178.727682592949,normal
Bayesian_UCB,MUDAR,0.151,100,2,16168.954052475272,normal
TH,MUDAR,0.978,100,2,12352.481134913485,normal
UCB,MUDAR,0.157,100,3,11823.828562201319,normal
Bayesian_UCB,MUDAR,0.154,100,3,9581.547787146035,normal
TH,MUDAR,0.983,100,3,8968.348840628463,normal
UCB,MUDAR,0.153,100,4,8186.492759617602,normal
Bayesian_UCB,MUDAR,0.149,100,4,8032.770345606416,normal
TH,MUDAR,0.968,100,4,5814.84876117545,normal
UCB,MUDAR,0.152,100,5,5196.2649094897615,normal
Bayesian_UCB,MUDAR,0.152,100,5,12505.679499589049,normal
TH,MUDAR,0.966,100,5,2966.2933678245927,normal
UCB,MUDAR,0.008,100,1,8886.611910558568,pagerank
Bayesian_UCB,MUDAR,0.01,100,1,12243.773017096179,pagerank
Bayesian_UCB_prior,MUDAR,0.009,100,1,11639.884359236888,pagerank
TH,MUDAR,0.017,100,1,11408.059878975817,pagerank
TH_prior,MUDAR,0.015,100,1,6371.681373952493,pagerank
UCB,MUDAR,0.01,100,2,13256.888494043053,pagerank
Bayesian_UCB,MUDAR,0.009,100,2,11018.229470363654,pagerank
Bayesian_UCB_prior,MUDAR,0.009,100,2,9561.946393355389,pagerank
TH,MUDAR,0.02,100,2,15573.067373597938,pagerank
TH_prior,MUDAR,0.02,100,2,16195.311160747386,pagerank
UCB,MUDAR,0.009,100,3,7835.914857491992,pagerank
Bayesian_UCB,MUDAR,0.009,100,3,9824.94284939417,pagerank
Bayesian_UCB_prior,MUDAR,0.009,100,3,8642.739599056868,pagerank
TH,MUDAR,0.016,100,3,6885.803222590047,pagerank
TH_prior,MUDAR,0.019,100,3,11893.110829816826,pagerank
UCB,MUDAR,0.009,100,4,7463.561607706476,pagerank
Bayesian_UCB,MUDAR,0.009,100,4,6149.209275763369,pagerank
Bayesian_UCB_prior,MUDAR,0.008,100,4,4923.248172812137,pagerank
TH,MUDAR,0.017,100,4,6952.542573250751,pagerank
TH_prior,MUDAR,0.02,100,4,11419.20824582883,pagerank
UCB,MUDAR,0.012,100,5,10355.822601363096,pagerank
Bayesian_UCB,MUDAR,0.012,100,5,9424.369129511055,pagerank
Bayesian_UCB_prior,MUDAR,0.009,100,5,7413.95605427763,pagerank
TH,MUDAR,0.015,100,5,3220.4849453362854,pagerank
TH_prior,MUDAR,0.019,100,5,9676.548935665729,pagerank
UCB,MUDAR,0.011,100,1,16081.7013227139,degree
Bayesian_UCB,MUDAR,0.01,100,1,13344.737914276842,degree
Bayesian_UCB_prior,MUDAR,0.008,100,1,11088.402003522608,degree
TH,MUDAR,0.019,100,1,16527.22388306066,degree
TH_prior,MUDAR,0.016,100,1,10179.988253242076,degree
UCB,MUDAR,0.01,100,2,11087.129494669567,degree
Bayesian_UCB,MUDAR,0.012,100,2,14724.411241688558,degree
Bayesian_UCB_prior,MUDAR,0.009,100,2,9990.410414665745,degree
TH,MUDAR,0.022,100,2,21937.313856242108,degree
TH_prior,MUDAR,0.016,100,2,8377.479101003357,degree
UCB,MUDAR,0.011,100,3,12161.735205480978,degree
Bayesian_UCB,MUDAR,0.01,100,3,10692.299051238628,degree
Bayesian_UCB_prior,MUDAR,0.012,100,3,13058.940555697403,degree
TH,MUDAR,0.017,100,3,7970.981162326016,degree
TH_prior,MUDAR,0.018,100,3,10115.8090234415,degree
UCB,MUDAR,0.008,100,4,5535.503922196315,degree
Bayesian_UCB,MUDAR,0.01,100,4,8598.804248029166,degree
Bayesian_UCB_prior,MUDAR,0.012,100,4,14401.374069073132,degree
TH,MUDAR,0.018,100,4,9458.1613963346,degree
TH_prior,MUDAR,0.019,100,4,11232.335311170722,degree
UCB,MUDAR,0.01,100,5,7491.203248734198,degree
Bayesian_UCB,MUDAR,0.01,100,5,8740.216682662904,degree
Bayesian_UCB_prior,MUDAR,0.013,100,5,13584.546769925175,degree
TH,MUDAR,0.018,100,5,7442.176868181236,degree
TH_prior,MUDAR,0.02,100,5,10516.030275965604,degree
UCB,MUDAR,0.011,100,1,16093.838065830949,voterank
Bayesian_UCB,MUDAR,0.01,100,1,13729.348222213022,voterank
Bayesian_UCB_prior,MUDAR,0.01,100,1,14980.825895617618,voterank
TH,MUDAR,0.019,100,1,16138.707945260903,voterank
TH_prior,MUDAR,0.018,100,1,16555.07142739494,voterank
UCB,MUDAR,0.011,100,2,13629.909536185261,voterank
Bayesian_UCB,MUDAR,0.012,100,2,15871.084976312643,voterank
Bayesian_UCB_prior,MUDAR,0.01,100,2,11102.652728528883,voterank
TH,MUDAR,0.018,100,2,12648.34146544325,voterank
TH_prior,MUDAR,0.018,100,2,11577.928319469325,voterank
UCB,MUDAR,0.009,100,3,9040.006505499292,voterank
Bayesian_UCB,MUDAR,0.011,100,3,11137.908564850151,voterank
Bayesian_UCB_prior,MUDAR,0.01,100,3,9001.527723945635,voterank
TH,MUDAR,0.019,100,3,11642.281564915107,voterank
