Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,26.53,40000,1,6550313.987216351,pagerank
Bayesian_UCB,MUDAR,26.009,40000,1,5283176.512033755,pagerank
Bayesian_UCB_prior,MUDAR,24.344,40000,1,5528302.775306872,pagerank
UCB,MUDAR,31.987,40000,2,6127456.088828655,pagerank
Bayesian_UCB,MUDAR,34.988,40000,2,5013588.900710536,pagerank
Bayesian_UCB_prior,MUDAR,22.328,40000,2,4956993.135358546,pagerank
UCB,MUDAR,31.578,40000,3,5070712.378942315,pagerank
Bayesian_UCB,MUDAR,37.08,40000,3,4368083.489567122,pagerank
Bayesian_UCB_prior,MUDAR,45.231,40000,3,3701562.8370480924,pagerank
UCB,MUDAR,39.862,40000,4,4491208.782652464,pagerank
Bayesian_UCB,MUDAR,36.306,40000,4,4192146.79255751,pagerank
Bayesian_UCB_prior,MUDAR,38.269,40000,4,5038967.394576755,pagerank
UCB,MUDAR,42.491,40000,5,4463681.687255419,pagerank
Bayesian_UCB,MUDAR,39.014,40000,5,3793834.6718631634,pagerank
Bayesian_UCB_prior,MUDAR,41.999,40000,5,3908686.429278853,pagerank
UCB,MUDAR,40.369,40000,1,6634080.056512731,degree
Bayesian_UCB,MUDAR,48.57,40000,1,6235600.646909604,degree
Bayesian_UCB_prior,MUDAR,32.109,40000,1,5394936.484931791,degree
UCB,MUDAR,39.572,40000,2,5804388.141476792,degree
Bayesian_UCB,MUDAR,37.855,40000,2,5848208.500162469,degree
Bayesian_UCB_prior,MUDAR,40.997,40000,2,5059717.5186691135,degree
UCB,MUDAR,47.933,40000,3,5701956.827033946,degree
Bayesian_UCB,MUDAR,34.968,40000,3,4122177.426970815,degree
Bayesian_UCB_prior,MUDAR,38.974,40000,3,4857268.570911148,degree
UCB,MUDAR,22.921,40000,4,4150499.4720776686,degree
Bayesian_UCB,MUDAR,32.43,40000,4,3995318.9661290795,degree
Bayesian_UCB_prior,MUDAR,41.447,40000,4,4764326.339359038,degree
UCB,MUDAR,51.168,40000,5,4545074.043871581,degree
Bayesian_UCB,MUDAR,34.381,40000,5,3827015.495726602,degree
Bayesian_UCB_prior,MUDAR,31.32,40000,5,3945144.232649112,degree
UCB,MUDAR,26.133,40000,1,6268490.007023142,voterank
Bayesian_UCB,MUDAR,35.084,40000,1,6517996.800913333,voterank
Bayesian_UCB_prior,MUDAR,27.312,40000,1,5798996.756356234,voterank
UCB,MUDAR,44.755,40000,2,6472793.41951031,voterank
Bayesian_UCB,MUDAR,36.249,40000,2,4408627.903839023,voterank
Bayesian_UCB_prior,MUDAR,34.33,40000,2,5629020.571135974,voterank
UCB,MUDAR,32.035,40000,3,5101214.942815354,voterank
Bayesian_UCB,MUDAR,22.937,40000,3,4467427.325179388,voterank
Bayesian_UCB_prior,MUDAR,40.524,40000,3,5631926.470051354,voterank
UCB,MUDAR,38.82,40000,4,5001920.5456049135,voterank
Bayesian_UCB,MUDAR,25.813,40000,4,3511215.8504839684,voterank
Bayesian_UCB_prior,MUDAR,31.797,40000,4,4156367.3996483553,voterank
UCB,MUDAR,24.953,40000,5,4177123.3992242115,voterank
Bayesian_UCB,MUDAR,37.323,40000,5,3954454.9679234647,voterank
Bayesian_UCB_prior,MUDAR,41.052,40000,5,3965300.193827291,voterank
