,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,15.337,20000,1,3724536.5233510295,voterank
1,Bayesian_UCB_prior,MUDAR,10.012,20000,2,3140758.413171482,voterank
2,Bayesian_UCB,MUDAR,18.39,20000,3,2912975.690238405,voterank
3,UCB,MUDAR,11.528,20000,4,2639319.2529264484,degree
4,UCB,MUDAR,19.52,20000,5,2498549.9513353463,shapley_closeness
