Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,38.565,20000,1,2224698.5415861155,normal
Bayesian_UCB,MUDAR,39.254,20000,1,2294244.99960437,normal
TH,MUDAR,196.683,20000,1,2468571.6974930675,normal
UCB,MUDAR,34.441,20000,2,2045788.7647965814,normal
Bayesian_UCB,MUDAR,37.789,20000,2,2038579.2337161985,normal
TH,MUDAR,197.984,20000,2,2116065.5293525285,normal
UCB,MUDAR,34.894,20000,3,1792021.276436404,normal
Bayesian_UCB,MUDAR,36.457,20000,3,1787733.9997714388,normal
TH,MUDAR,202.527,20000,3,2072456.0061740752,normal
UCB,MUDAR,37.456,20000,4,1618088.7732577482,normal
Bayesian_UCB,MUDAR,35.424,20000,4,1584986.1244035559,normal
TH,MUDAR,202.887,20000,4,2023706.290782923,normal
UCB,MUDAR,33.919,20000,5,1451179.5773367353,normal
Bayesian_UCB,MUDAR,35.491,20000,5,1510135.4649580196,normal
TH,MUDAR,202.075,20000,5,1699935.42017506,normal
UCB,MUDAR,9.131,20000,1,3229987.361204097,pagerank
Bayesian_UCB,MUDAR,7.12,20000,1,2603341.7523202193,pagerank
Bayesian_UCB_prior,MUDAR,6.598,20000,1,2396288.101028276,pagerank
TH,MUDAR,9.114,20000,1,2414226.8556419592,pagerank
TH_prior,MUDAR,11.388,20000,1,3015986.3175677983,pagerank
UCB,MUDAR,10.022,20000,2,2965309.0711009447,pagerank
Bayesian_UCB,MUDAR,5.374,20000,2,2506002.574737111,pagerank
Bayesian_UCB_prior,MUDAR,9.577,20000,2,2493410.4410950677,pagerank
TH,MUDAR,8.917,20000,2,2487458.873843954,pagerank
TH_prior,MUDAR,10.664,20000,2,2518109.975168353,pagerank
UCB,MUDAR,7.508,20000,3,2842840.089408221,pagerank
Bayesian_UCB,MUDAR,9.968,20000,3,2554818.3606283218,pagerank
Bayesian_UCB_prior,MUDAR,5.682,20000,3,1929802.547362837,pagerank
TH,MUDAR,8.595,20000,3,2127265.644733193,pagerank
TH_prior,MUDAR,8.318,20000,3,2191560.3405314414,pagerank
UCB,MUDAR,6.553,20000,4,2328556.600064326,pagerank
Bayesian_UCB,MUDAR,8.789,20000,4,1815092.9377038612,pagerank
Bayesian_UCB_prior,MUDAR,6.748,20000,4,1929561.6145049753,pagerank
TH,MUDAR,10.829,20000,4,2030433.1242969942,pagerank
TH_prior,MUDAR,9.933,20000,4,1672325.6476377402,pagerank
UCB,MUDAR,10.64,20000,5,2401463.6731399987,pagerank
Bayesian_UCB,MUDAR,12.963,20000,5,2150572.562494422,pagerank
Bayesian_UCB_prior,MUDAR,10.126,20000,5,1935427.5729250554,pagerank
TH,MUDAR,9.569,20000,5,1883343.123465573,pagerank
TH_prior,MUDAR,9.846,20000,5,1645289.7874274752,pagerank
UCB,MUDAR,8.694,20000,1,3124224.443503372,degree
Bayesian_UCB,MUDAR,8.728,20000,1,2857331.3667914034,degree
