Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,36.155,20000,1,2282115.3353421804,normal
Bayesian_UCB,MUDAR,35.916,20000,1,2244137.365943022,normal
TH,MUDAR,205.657,20000,1,2475187.758691709,normal
UCB,MUDAR,36.716,20000,2,1944492.1775891248,normal
Bayesian_UCB,MUDAR,36.349,20000,2,1988889.772794103,normal
TH,MUDAR,202.396,20000,2,2288417.5304858927,normal
UCB,MUDAR,35.306,20000,3,1776603.3524114573,normal
Bayesian_UCB,MUDAR,35.398,20000,3,1862338.230094859,normal
TH,MUDAR,202.959,20000,3,2150551.672367339,normal
UCB,MUDAR,34.506,20000,4,1598687.6849136886,normal
Bayesian_UCB,MUDAR,35.39,20000,4,1628159.2943358296,normal
TH,MUDAR,202.589,20000,4,1804840.0002173628,normal
UCB,MUDAR,34.806,20000,5,1442389.402940783,normal
Bayesian_UCB,MUDAR,35.764,20000,5,1519987.4892177135,normal
TH,MUDAR,203.827,20000,5,1600174.6338453502,normal
UCB,MUDAR,11.878,20000,1,3689806.6720979274,pagerank
Bayesian_UCB,MUDAR,7.896,20000,1,3300588.3120847237,pagerank
Bayesian_UCB_prior,MUDAR,6.733,20000,1,2436471.591888088,pagerank
TH,MUDAR,12.241,20000,1,2904388.9846993787,pagerank
TH_prior,MUDAR,12.893,20000,1,2880308.2453087727,pagerank
UCB,MUDAR,8.398,20000,2,2710375.1720744413,pagerank
Bayesian_UCB,MUDAR,6.546,20000,2,2538760.4277413134,pagerank
Bayesian_UCB_prior,MUDAR,10.889,20000,2,2513979.4054817487,pagerank
TH,MUDAR,11.949,20000,2,2535918.9757463415,pagerank
TH_prior,MUDAR,12.276,20000,2,2194455.5026439936,pagerank
UCB,MUDAR,15.718,20000,3,2907429.9907994415,pagerank
Bayesian_UCB,MUDAR,14.208,20000,3,1883840.3590619804,pagerank
Bayesian_UCB_prior,MUDAR,9.223,20000,3,2068450.1333834245,pagerank
TH,MUDAR,14.501,20000,3,2216536.7557750177,pagerank
TH_prior,MUDAR,14.107,20000,3,2396649.349498675,pagerank
UCB,MUDAR,13.625,20000,4,2396105.8496370795,pagerank
Bayesian_UCB,MUDAR,16.216,20000,4,2253514.992374009,pagerank
Bayesian_UCB_prior,MUDAR,12.145,20000,4,2238451.952612725,pagerank
TH,MUDAR,15.12,20000,4,2168354.5637130956,pagerank
TH_prior,MUDAR,12.109,20000,4,1904371.7836751111,pagerank
UCB,MUDAR,15.434,20000,5,1950869.206941197,pagerank
Bayesian_UCB,MUDAR,10.102,20000,5,1678169.360384235,pagerank
Bayesian_UCB_prior,MUDAR,7.145,20000,5,1507166.0060227518,pagerank
TH,MUDAR,11.265,20000,5,1783232.0351732376,pagerank
TH_prior,MUDAR,12.333,20000,5,1972308.5223051182,pagerank
UCB,MUDAR,10.641,20000,1,3332739.5621965514,degree
Bayesian_UCB,MUDAR,5.544,20000,1,2813216.501987711,degree
Bayesian_UCB_prior,MUDAR,6.111,20000,1,2853833.953805359,degree
TH,MUDAR,9.184,20000,1,2973160.170312338,degree
TH_prior,MUDAR,10.198,20000,1,3060355.6049785432,degree
UCB,MUDAR,16.092,20000,2,3075389.082958035,degree
Bayesian_UCB,MUDAR,12.589,20000,2,2689910.0248196153,degree
Bayesian_UCB_prior,MUDAR,6.321,20000,2,2509900.455621201,degree
TH,MUDAR,9.274,20000,2,2564467.271638456,degree
TH_prior,MUDAR,7.489,20000,2,2467751.2298051906,degree
UCB,MUDAR,6.531,20000,3,2561896.5921281157,degree
Bayesian_UCB,MUDAR,5.931,20000,3,2367879.296923426,degree
Bayesian_UCB_prior,MUDAR,9.376,20000,3,2661250.7201747345,degree
TH,MUDAR,12.035,20000,3,2150703.9104526844,degree
TH_prior,MUDAR,12.519,20000,3,2384072.1849057446,degree
UCB,MUDAR,11.528,20000,4,2639319.2529264484,degree
Bayesian_UCB,MUDAR,12.921,20000,4,2025498.4151750722,degree
Bayesian_UCB_prior,MUDAR,8.157,20000,4,1893627.4488401783,degree
TH,MUDAR,15.609,20000,4,2446477.4957192815,degree
TH_prior,MUDAR,15.319,20000,4,2270736.98278402,degree
UCB,MUDAR,17.179,20000,5,2445095.8319858517,degree
Bayesian_UCB,MUDAR,12.199,20000,5,2073245.7971833863,degree
