,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,GIDM,11.821,20000,2,592932.0,voterank
1,UCB,GIDM,10.336,20000,3,645579.0,pagerank
2,UCB,GIDM,12.645,20000,4,753338.0,pagerank
3,UCB,GIDM,9.218,20000,5,809378.0,voterank
