,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,GIDM,60.799,40000,2,1254648.0,voterank
1,UCB,GIDM,76.907,40000,3,1498978.0,degree
2,UCB,GIDM,69.622,40000,4,1300790.0,degree
3,UCB,GIDM,76.37,40000,5,1747936.0,degree
