Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,44.952,60000,2,1530193.0,pagerank
UCB,GIDM,55.208,60000,3,1849065.0,pagerank
UCB,GIDM,65.92,60000,4,2298278.0,pagerank
UCB,GIDM,59.028,60000,5,2287953.0,pagerank
UCB,GIDM,55.581,60000,2,1589927.0,degree
UCB,GIDM,53.33,60000,3,1797396.0,degree
UCB,GIDM,49.902,60000,4,1899317.0,degree
UCB,GIDM,51.46,60000,5,2244813.0,degree
UCB,GIDM,55.913,60000,2,1407869.0,voterank
UCB,GIDM,62.748,60000,3,1858882.0,voterank
UCB,GIDM,74.896,60000,4,2337390.0,voterank
UCB,GIDM,64.077,60000,5,2414294.0,voterank
UCB,GIDM,70.487,60000,2,1282391.0,shapley_degree
UCB,GIDM,67.648,60000,3,1838442.0,shapley_degree
UCB,GIDM,69.233,60000,4,2031372.0,shapley_degree
UCB,GIDM,71.724,60000,5,2110020.0,shapley_degree
