Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAN,292.684,40000,2,654238.0,normal
UCB,MUDAN,310.316,40000,3,885680.0,normal
UCB,MUDAN,199.769,40000,4,1080328.0,normal
UCB,MUDAN,170.397,40000,5,1183374.0,normal
UCB,MUDAN,46.91,40000,2,947912.0,pagerank
UCB,MUDAN,41.043,40000,3,1169231.0,pagerank
UCB,MUDAN,47.375,40000,4,1668153.0,pagerank
UCB,MUDAN,45.283,40000,5,1763226.0,pagerank
UCB,MUDAN,46.277,40000,2,845684.0,degree
UCB,MUDAN,59.013,40000,3,1302155.0,degree
UCB,MUDAN,36.987,40000,4,1493277.0,degree
UCB,MUDAN,55.93,40000,5,1674740.0,degree
UCB,MUDAN,34.175,40000,2,798183.0,voterank
UCB,MUDAN,49.121,40000,3,1326584.0,voterank
UCB,MUDAN,45.741,40000,4,1543924.0,voterank
UCB,MUDAN,56.156,40000,5,1705322.0,voterank
