,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,40.369,40000,1,6634080.056512731,degree
1,UCB,MUDAR,44.755,40000,2,6472793.41951031,voterank
2,UCB,MUDAR,47.933,40000,3,5701956.827033946,degree
3,Bayesian_UCB_prior,MUDAR,38.269,40000,4,5038967.394576755,pagerank
4,UCB,MUDAR,51.168,40000,5,4545074.043871581,degree
