Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,51.437,80000,1,13977161.181292921,pagerank
UCB,MUDAR,72.764,80000,2,9659594.38331265,pagerank
UCB,MUDAR,73.936,80000,3,10763843.5166707,pagerank
UCB,MUDAR,86.536,80000,4,8949849.738052076,pagerank
UCB,MUDAR,78.935,80000,5,8395655.33450684,pagerank
UCB,MUDAR,84.596,80000,1,11910499.399038676,degree
UCB,MUDAR,110.041,80000,2,11603476.427111339,degree
UCB,MUDAR,92.563,80000,3,10204206.046370821,degree
UCB,MUDAR,80.073,80000,4,9817746.163349997,degree
UCB,MUDAR,105.66,80000,5,7596665.292780151,degree
UCB,MUDAR,103.058,80000,1,11343892.66464028,voterank
UCB,MUDAR,102.433,80000,2,10702672.574176595,voterank
UCB,MUDAR,113.582,80000,3,10516971.94976567,voterank
UCB,MUDAR,77.925,80000,4,7035816.44638274,voterank
UCB,MUDAR,98.357,80000,5,7695415.242090412,voterank
