Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAN,74.862,60000,2,1320764.0,pagerank
Bayesian_UCB_prior,MUDAN,66.06,60000,2,1056879.0,pagerank
TH_prior,MUDAN,54.867,60000,2,995482.0,pagerank
UCB,MUDAN,67.211,60000,3,1902944.0,pagerank
Bayesian_UCB_prior,MUDAN,57.17,60000,3,1425866.0,pagerank
TH_prior,MUDAN,67.558,60000,3,1442616.0,pagerank
UCB,MUDAN,73.848,60000,4,2299669.0,pagerank
Bayesian_UCB_prior,MUDAN,60.788,60000,4,1707292.0,pagerank
TH_prior,MUDAN,58.413,60000,4,1845719.0,pagerank
UCB,MUDAN,56.904,60000,5,2381057.0,pagerank
Bayesian_UCB_prior,MUDAN,62.384,60000,5,1916133.0,pagerank
TH_prior,MUDAN,62.427,60000,5,1913376.0,pagerank
UCB,MUDAN,66.193,60000,2,1167958.0,degree
Bayesian_UCB_prior,MUDAN,62.477,60000,2,1121354.0,degree
TH_prior,MUDAN,66.005,60000,2,1107647.0,degree
UCB,MUDAN,61.902,60000,3,1799858.0,degree
Bayesian_UCB_prior,MUDAN,58.641,60000,3,1557067.0,degree
TH_prior,MUDAN,61.783,60000,3,1629885.0,degree
UCB,MUDAN,42.014,60000,4,1789342.0,degree
Bayesian_UCB_prior,MUDAN,54.552,60000,4,1525395.0,degree
TH_prior,MUDAN,67.642,60000,4,1746642.0,degree
UCB,MUDAN,59.929,60000,5,2870482.0,degree
Bayesian_UCB_prior,MUDAN,62.804,60000,5,1931876.0,degree
TH_prior,MUDAN,68.203,60000,5,2150250.0,degree
UCB,MUDAN,49.847,60000,2,1260792.0,voterank
Bayesian_UCB_prior,MUDAN,59.291,60000,2,1123445.0,voterank
TH_prior,MUDAN,68.774,60000,2,1119334.0,voterank
UCB,MUDAN,65.796,60000,3,1747045.0,voterank
Bayesian_UCB_prior,MUDAN,62.424,60000,3,1564878.0,voterank
TH_prior,MUDAN,71.197,60000,3,1560596.0,voterank
UCB,MUDAN,62.05,60000,4,2305531.0,voterank
Bayesian_UCB_prior,MUDAN,60.69,60000,4,1858656.0,voterank
TH_prior,MUDAN,69.106,60000,4,1852145.0,voterank
UCB,MUDAN,54.129,60000,5,2440693.0,voterank
Bayesian_UCB_prior,MUDAN,62.372,60000,5,2041522.0,voterank
TH_prior,MUDAN,66.244,60000,5,1978080.0,voterank
