,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,31.617,40000,1,7658655.157236452,voterank
1,UCB,MUDAR,31.01,40000,2,5769599.654884275,voterank
2,UCB,MUDAR,37.936,40000,3,6419268.650407248,voterank
3,UCB,MUDAR,29.461,40000,4,4867196.411771234,voterank
4,UCB,MUDAR,21.461,40000,5,4703663.383076151,pagerank
