,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,6.354,20000,1,3628775.582697652,voterank
1,UCB,MUDAR,10.022,20000,2,2965309.0711009447,pagerank
2,UCB,MUDAR,7.508,20000,3,2842840.089408221,pagerank
3,UCB,MUDAR,13.208,20000,4,2627482.380028181,shapley_degree
4,UCB,MUDAR,10.64,20000,5,2401463.6731399987,pagerank
