Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,12.174,20000,2,509786.0,pagerank
Bayesian_UCB_prior,GIDM,8.061,20000,2,433006.0,pagerank
TH_prior,GIDM,9.797,20000,2,435527.0,pagerank
UCB,GIDM,13.574,20000,3,671116.0,pagerank
Bayesian_UCB_prior,GIDM,13.336,20000,3,520875.0,pagerank
TH_prior,GIDM,12.951,20000,3,491306.0,pagerank
UCB,GIDM,10.358,20000,4,710433.0,pagerank
Bayesian_UCB_prior,GIDM,8.277,20000,4,548898.0,pagerank
TH_prior,GIDM,8.893,20000,4,551471.0,pagerank
UCB,GIDM,9.367,20000,5,732716.0,pagerank
Bayesian_UCB_prior,GIDM,8.828,20000,5,685493.0,pagerank
TH_prior,GIDM,14.578,20000,5,710069.0,pagerank
UCB,GIDM,6.909,20000,2,414240.0,degree
Bayesian_UCB_prior,GIDM,9.114,20000,2,405706.0,degree
TH_prior,GIDM,9.897,20000,2,396553.0,degree
UCB,GIDM,9.301,20000,3,593287.0,degree
Bayesian_UCB_prior,GIDM,11.271,20000,3,483845.0,degree
TH_prior,GIDM,11.794,20000,3,540699.0,degree
UCB,GIDM,11.727,20000,4,633347.0,degree
Bayesian_UCB_prior,GIDM,9.823,20000,4,612682.0,degree
TH_prior,GIDM,8.781,20000,4,546926.0,degree
UCB,GIDM,9.93,20000,5,737166.0,degree
Bayesian_UCB_prior,GIDM,8.816,20000,5,629659.0,degree
TH_prior,GIDM,9.574,20000,5,606744.0,degree
UCB,GIDM,11.924,20000,2,503037.0,voterank
Bayesian_UCB_prior,GIDM,11.165,20000,2,391341.0,voterank
TH_prior,GIDM,13.032,20000,2,461329.0,voterank
UCB,GIDM,11.56,20000,3,642655.0,voterank
Bayesian_UCB_prior,GIDM,9.536,20000,3,496132.0,voterank
TH_prior,GIDM,11.542,20000,3,468308.0,voterank
UCB,GIDM,10.677,20000,4,637790.0,voterank
Bayesian_UCB_prior,GIDM,9.344,20000,4,523409.0,voterank
TH_prior,GIDM,9.619,20000,4,528578.0,voterank
UCB,GIDM,10.966,20000,5,685308.0,voterank
Bayesian_UCB_prior,GIDM,9.097,20000,5,621093.0,voterank
TH_prior,GIDM,10.266,20000,5,612867.0,voterank
