Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,7.535,20000,2,440106.0,pagerank
Bayesian_UCB_prior,GIDM,7.045,20000,2,460561.0,pagerank
TH_prior,GIDM,10.362,20000,2,486070.0,pagerank
UCB,GIDM,7.402,20000,3,602278.0,pagerank
Bayesian_UCB_prior,GIDM,6.512,20000,3,530849.0,pagerank
TH_prior,GIDM,8.615,20000,3,582476.0,pagerank
UCB,GIDM,6.715,20000,4,679822.0,pagerank
Bayesian_UCB_prior,GIDM,8.277,20000,4,625549.0,pagerank
TH_prior,GIDM,12.002,20000,4,636601.0,pagerank
UCB,GIDM,13.997,20000,5,837772.0,pagerank
Bayesian_UCB_prior,GIDM,11.103,20000,5,628466.0,pagerank
TH_prior,GIDM,13.096,20000,5,667270.0,pagerank
UCB,GIDM,10.518,20000,2,529334.0,degree
Bayesian_UCB_prior,GIDM,10.997,20000,2,479180.0,degree
TH_prior,GIDM,11.082,20000,2,476013.0,degree
UCB,GIDM,9.469,20000,3,585434.0,degree
Bayesian_UCB_prior,GIDM,8.184,20000,3,545470.0,degree
TH_prior,GIDM,10.44,20000,3,528345.0,degree
UCB,GIDM,11.533,20000,4,738810.0,degree
Bayesian_UCB_prior,GIDM,8.617,20000,4,647194.0,degree
TH_prior,GIDM,9.146,20000,4,643060.0,degree
UCB,GIDM,8.344,20000,5,782995.0,degree
Bayesian_UCB_prior,GIDM,8.545,20000,5,672618.0,degree
TH_prior,GIDM,10.942,20000,5,755389.0,degree
UCB,GIDM,10.644,20000,2,510777.0,voterank
Bayesian_UCB_prior,GIDM,8.954,20000,2,512700.0,voterank
TH_prior,GIDM,10.903,20000,2,455940.0,voterank
UCB,GIDM,12.416,20000,3,571332.0,voterank
Bayesian_UCB_prior,GIDM,11.993,20000,3,544722.0,voterank
TH_prior,GIDM,13.004,20000,3,583386.0,voterank
UCB,GIDM,14.544,20000,4,774833.0,voterank
Bayesian_UCB_prior,GIDM,10.25,20000,4,651906.0,voterank
TH_prior,GIDM,12.634,20000,4,671865.0,voterank
UCB,GIDM,10.708,20000,5,848473.0,voterank
Bayesian_UCB_prior,GIDM,9.728,20000,5,763447.0,voterank
TH_prior,GIDM,11.384,20000,5,735847.0,voterank
