Auction,T,Max,Avg,armset
MUDAN,60000,135,4.6260666666666665,normal
MUDAN,60000,97,4.8325,pagerank
MUDAN,60000,160,6.630766666666666,degree
MUDAN,60000,109,5.901033333333333,voterank
MUDAN,60000,102,5.501666666666667,shapley_degree
MUDAN,60000,122,4.851216666666667,shapley_threshold
MUDAN,60000,74,4.73265,shapley_closeness
