Auction,T,Max,Avg,armset
MUDAR,60000,34,2.5635,normal
MUDAR,60000,36,3.05765,pagerank
MUDAR,60000,44,3.2447166666666667,degree
MUDAR,60000,39,3.4628,voterank
MUDAR,60000,32,2.9907666666666666,shapley_degree
MUDAR,60000,33,3.3512166666666667,shapley_threshold
MUDAR,60000,30,3.2969,shapley_closeness
