radius,nodes,edges,diameter,communities,components,triangles,coeff,deg_distr,mean_dev
2.6,20000,209756,88,43,1,870206,0.5928633222481527,"[0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.000e+00 5.000e+00 1.600e+01
 3.000e+01 4.600e+01 8.400e+01 1.310e+02 2.000e+02 2.910e+02 4.170e+02
 5.830e+02 7.980e+02 9.910e+02 1.168e+03 1.368e+03 1.466e+03 1.611e+03
 1.708e+03 1.622e+03 1.479e+03 1.380e+03 1.105e+03 9.240e+02 7.860e+02
 5.430e+02 3.910e+02 2.760e+02 2.120e+02 1.360e+02 9.100e+01 6.500e+01
 4.100e+01 1.400e+01 6.000e+00 6.000e+00 1.000e+00 3.000e+00]","(20.976, 4.897)"
2.7,20000,225639,83,40,1,1004851,0.5930143540696413,"[0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 3.000e+00 7.000e+00
 2.000e+01 2.900e+01 5.700e+01 6.900e+01 9.800e+01 1.600e+02 2.090e+02
 3.630e+02 4.740e+02 6.150e+02 8.590e+02 1.113e+03 1.280e+03 1.476e+03
 1.555e+03 1.631e+03 1.551e+03 1.474e+03 1.442e+03 1.239e+03 1.082e+03
 8.470e+02 6.730e+02 5.250e+02 4.130e+02 2.810e+02 1.790e+02 1.170e+02
 6.700e+01 4.500e+01 1.700e+01 1.300e+01 8.000e+00 3.000e+00 0.000e+00
 4.000e+00]","(22.564, 4.975)"
2.8,20000,242314,82,38,1,1158450,0.5920829420135039,"[0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 3.000e+00 4.000e+00
 1.000e+01 1.500e+01 2.200e+01 4.500e+01 5.100e+01 9.900e+01 1.230e+02
 1.740e+02 3.010e+02 4.150e+02 5.520e+02 7.980e+02 9.310e+02 1.136e+03
 1.393e+03 1.453e+03 1.584e+03 1.589e+03 1.452e+03 1.382e+03 1.236e+03
 1.125e+03 9.750e+02 7.900e+02 5.980e+02 5.020e+02 3.780e+02 3.080e+02
 1.990e+02 1.350e+02 1.050e+02 4.100e+01 4.500e+01 2.100e+01 6.000e+00
 2.000e+00 0.000e+00 1.000e+00]","(24.231, 5.219)"
