Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,GIDM,43.917,60000,2,1534841.0,pagerank
UCB,GIDM,51.747,60000,3,1895126.0,pagerank
UCB,GIDM,55.416,60000,4,1907587.0,pagerank
UCB,GIDM,52.212,60000,5,2200189.0,pagerank
UCB,GIDM,50.697,60000,2,1438382.0,degree
UCB,GIDM,58.855,60000,3,1848346.0,degree
UCB,GIDM,55.166,60000,4,2235811.0,degree
UCB,GIDM,54.514,60000,5,2203395.0,degree
UCB,GIDM,56.894,60000,2,1591264.0,voterank
UCB,GIDM,78.193,60000,3,2057332.0,voterank
UCB,GIDM,62.313,60000,4,2550961.0,voterank
UCB,GIDM,59.539,60000,5,2325962.0,voterank
UCB,GIDM,51.111,60000,2,1619493.0,shapley_degree
UCB,GIDM,52.793,60000,3,1899205.0,shapley_degree
UCB,GIDM,57.773,60000,4,2290258.0,shapley_degree
UCB,GIDM,59.599,60000,5,2399741.0,shapley_degree
