Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,39.351,60000,2,1385156.434664507,pagerank
UCB,MUDAR,42.918,60000,3,1356741.1699219777,pagerank
UCB,MUDAR,54.13,60000,4,1583760.209195961,pagerank
UCB,MUDAR,61.937,60000,5,1830387.2840845564,pagerank
UCB,MUDAR,81.903,60000,2,1227864.388002466,degree
UCB,MUDAR,54.576,60000,3,1466534.4927527208,degree
UCB,MUDAR,58.46,60000,4,2160103.700230434,degree
UCB,MUDAR,80.898,60000,5,2213195.5619301368,degree
UCB,MUDAR,60.643,60000,2,1371813.033638598,voterank
UCB,MUDAR,57.816,60000,3,1815244.8155200474,voterank
UCB,MUDAR,74.105,60000,4,1883441.5163098623,voterank
UCB,MUDAR,86.046,60000,5,2220880.4291104847,voterank
