,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,52.075,60000,1,11446855.968348546,degree
1,UCB,MUDAR,55.986,60000,2,9641472.201235997,degree
2,UCB,MUDAR,42.15,60000,3,8347570.282189771,pagerank
3,UCB,MUDAR,53.086,60000,4,7774543.567594587,voterank
4,UCB,MUDAR,51.445,60000,5,7909168.892673735,degree
