,Bandit,Auction,Time (s),T,k,Revenue,armset
0,Bayesian_UCB_prior,MUDAR,28.609,40000,1,6870010.714846851,voterank
1,UCB,MUDAR,35.827,40000,2,5801476.728001784,degree
2,UCB,MUDAR,43.865,40000,3,5598039.685135874,pagerank
3,Bayesian_UCB_prior,MUDAR,25.898,40000,4,4475266.747752323,pagerank
4,Bayesian_UCB,MUDAR,40.957,40000,5,4533171.1324846605,degree
