,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,7.656,20000,1,3267833.678105012,degree
1,Bayesian_UCB_prior,MUDAR,16.183,20000,2,2967341.7642606595,voterank
2,Bayesian_UCB,MUDAR,6.274,20000,3,2498837.78793966,degree
3,UCB,MUDAR,11.256,20000,4,2779367.976202369,degree
4,UCB,MUDAR,9.723,20000,5,2472177.1001614016,degree
