Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,6.73,20000,1,3095154.953824292,pagerank
Bayesian_UCB,MUDAR,6.317,20000,1,2897866.6476397878,pagerank
Bayesian_UCB_prior,MUDAR,6.149,20000,1,2864503.24204856,pagerank
UCB,MUDAR,5.484,20000,2,3138923.438739995,pagerank
Bayesian_UCB,MUDAR,6.431,20000,2,2133084.4020754453,pagerank
Bayesian_UCB_prior,MUDAR,6.555,20000,2,2386534.860026874,pagerank
UCB,MUDAR,11.287,20000,3,2777563.052960004,pagerank
Bayesian_UCB,MUDAR,11.501,20000,3,2569213.977680956,pagerank
Bayesian_UCB_prior,MUDAR,15.299,20000,3,2063350.499699563,pagerank
UCB,MUDAR,8.379,20000,4,2925474.685048258,pagerank
Bayesian_UCB,MUDAR,7.367,20000,4,1983047.2499289685,pagerank
Bayesian_UCB_prior,MUDAR,8.761,20000,4,2295330.956928629,pagerank
UCB,MUDAR,7.439,20000,5,2137179.691556829,pagerank
Bayesian_UCB,MUDAR,6.511,20000,5,1556943.221748393,pagerank
Bayesian_UCB_prior,MUDAR,6.6,20000,5,1802088.3509370165,pagerank
UCB,MUDAR,5.573,20000,1,3679515.220157342,degree
Bayesian_UCB,MUDAR,11.444,20000,1,3381563.453984123,degree
Bayesian_UCB_prior,MUDAR,4.922,20000,1,2956435.8795131887,degree
UCB,MUDAR,9.07,20000,2,2884663.6200703075,degree
Bayesian_UCB,MUDAR,7.898,20000,2,3142460.3908959413,degree
Bayesian_UCB_prior,MUDAR,8.92,20000,2,2434934.371009783,degree
UCB,MUDAR,12.475,20000,3,3417869.8833223954,degree
Bayesian_UCB,MUDAR,7.97,20000,3,2668589.321089889,degree
Bayesian_UCB_prior,MUDAR,5.758,20000,3,2043849.5020565735,degree
UCB,MUDAR,9.856,20000,4,2658072.0152111263,degree
Bayesian_UCB,MUDAR,10.701,20000,4,2396489.752725712,degree
Bayesian_UCB_prior,MUDAR,10.265,20000,4,2617406.9897324177,degree
UCB,MUDAR,10.211,20000,5,2478851.4008814543,degree
Bayesian_UCB,MUDAR,6.153,20000,5,2280058.382321918,degree
Bayesian_UCB_prior,MUDAR,7.085,20000,5,2248742.172496355,degree
UCB,MUDAR,6.653,20000,1,3483900.8538586083,voterank
Bayesian_UCB,MUDAR,5.456,20000,1,2881398.0369908237,voterank
Bayesian_UCB_prior,MUDAR,4.533,20000,1,3290305.53695504,voterank
UCB,MUDAR,7.217,20000,2,2873486.505679411,voterank
Bayesian_UCB,MUDAR,7.681,20000,2,2922147.723757806,voterank
Bayesian_UCB_prior,MUDAR,5.88,20000,2,2466696.8349677245,voterank
UCB,MUDAR,4.906,20000,3,2907033.0893637133,voterank
Bayesian_UCB,MUDAR,8.934,20000,3,2684546.764684271,voterank
Bayesian_UCB_prior,MUDAR,8.241,20000,3,1938763.0314520837,voterank
UCB,MUDAR,5.325,20000,4,2436134.9463219214,voterank
Bayesian_UCB,MUDAR,5.854,20000,4,1838723.1344718586,voterank
Bayesian_UCB_prior,MUDAR,12.908,20000,4,2270383.7024251823,voterank
UCB,MUDAR,5.132,20000,5,2556347.6968006496,voterank
Bayesian_UCB,MUDAR,5.676,20000,5,2045774.9387295523,voterank
Bayesian_UCB_prior,MUDAR,5.401,20000,5,1815563.1873589572,voterank
