Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAN,4.887,20000,2,437257.0,pagerank
Bayesian_UCB_prior,MUDAN,4.547,20000,2,388923.0,pagerank
TH_prior,MUDAN,6.495,20000,2,382780.0,pagerank
UCB,MUDAN,4.043,20000,3,585889.0,pagerank
Bayesian_UCB_prior,MUDAN,5.54,20000,3,501075.0,pagerank
TH_prior,MUDAN,6.777,20000,3,542891.0,pagerank
UCB,MUDAN,7.674,20000,4,876743.0,pagerank
Bayesian_UCB_prior,MUDAN,6.135,20000,4,655067.0,pagerank
TH_prior,MUDAN,8.379,20000,4,635508.0,pagerank
UCB,MUDAN,9.896,20000,5,863654.0,pagerank
Bayesian_UCB_prior,MUDAN,6.71,20000,5,799867.0,pagerank
TH_prior,MUDAN,8.934,20000,5,758513.0,pagerank
UCB,MUDAN,6.238,20000,2,479851.0,degree
Bayesian_UCB_prior,MUDAN,7.294,20000,2,393661.0,degree
TH_prior,MUDAN,8.436,20000,2,380479.0,degree
UCB,MUDAN,7.625,20000,3,561880.0,degree
Bayesian_UCB_prior,MUDAN,5.929,20000,3,526975.0,degree
TH_prior,MUDAN,7.153,20000,3,540196.0,degree
UCB,MUDAN,7.166,20000,4,759887.0,degree
Bayesian_UCB_prior,MUDAN,7.392,20000,4,648220.0,degree
TH_prior,MUDAN,8.307,20000,4,630840.0,degree
UCB,MUDAN,6.167,20000,5,910432.0,degree
Bayesian_UCB_prior,MUDAN,7.175,20000,5,752142.0,degree
TH_prior,MUDAN,8.588,20000,5,757527.0,degree
UCB,MUDAN,6.772,20000,2,412198.0,voterank
Bayesian_UCB_prior,MUDAN,6.798,20000,2,392083.0,voterank
TH_prior,MUDAN,8.008,20000,2,392156.0,voterank
UCB,MUDAN,7.308,20000,3,609204.0,voterank
Bayesian_UCB_prior,MUDAN,6.938,20000,3,535641.0,voterank
TH_prior,MUDAN,8.082,20000,3,512684.0,voterank
UCB,MUDAN,4.994,20000,4,743986.0,voterank
Bayesian_UCB_prior,MUDAN,6.221,20000,4,621951.0,voterank
TH_prior,MUDAN,8.829,20000,4,642136.0,voterank
UCB,MUDAN,6.665,20000,5,883529.0,voterank
Bayesian_UCB_prior,MUDAN,7.293,20000,5,718022.0,voterank
TH_prior,MUDAN,8.844,20000,5,745590.0,voterank
