Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAN,6.249,20000,2,425746.0,pagerank
Bayesian_UCB_prior,MUDAN,6.808,20000,2,365473.0,pagerank
TH_prior,MUDAN,7.756,20000,2,369842.0,pagerank
UCB,MUDAN,6.354,20000,3,516907.0,pagerank
Bayesian_UCB_prior,MUDAN,5.513,20000,3,479597.0,pagerank
TH_prior,MUDAN,8.557,20000,3,462467.0,pagerank
UCB,MUDAN,4.969,20000,4,714342.0,pagerank
Bayesian_UCB_prior,MUDAN,7.19,20000,4,560083.0,pagerank
TH_prior,MUDAN,7.829,20000,4,586260.0,pagerank
UCB,MUDAN,7.55,20000,5,855659.0,pagerank
Bayesian_UCB_prior,MUDAN,7.267,20000,5,705630.0,pagerank
TH_prior,MUDAN,8.965,20000,5,676717.0,pagerank
UCB,MUDAN,8.924,20000,2,468080.0,degree
Bayesian_UCB_prior,MUDAN,5.93,20000,2,400071.0,degree
TH_prior,MUDAN,9.025,20000,2,390227.0,degree
UCB,MUDAN,4.558,20000,3,632388.0,degree
Bayesian_UCB_prior,MUDAN,5.293,20000,3,469127.0,degree
TH_prior,MUDAN,8.045,20000,3,466487.0,degree
UCB,MUDAN,6.589,20000,4,662849.0,degree
Bayesian_UCB_prior,MUDAN,6.446,20000,4,622890.0,degree
TH_prior,MUDAN,9.588,20000,4,595676.0,degree
UCB,MUDAN,9.124,20000,5,893831.0,degree
Bayesian_UCB_prior,MUDAN,5.806,20000,5,711604.0,degree
TH_prior,MUDAN,9.576,20000,5,703240.0,degree
UCB,MUDAN,6.147,20000,2,456641.0,voterank
Bayesian_UCB_prior,MUDAN,7.452,20000,2,357151.0,voterank
TH_prior,MUDAN,9.968,20000,2,356130.0,voterank
UCB,MUDAN,7.644,20000,3,637907.0,voterank
Bayesian_UCB_prior,MUDAN,7.103,20000,3,475921.0,voterank
TH_prior,MUDAN,9.114,20000,3,507099.0,voterank
UCB,MUDAN,7.388,20000,4,710355.0,voterank
Bayesian_UCB_prior,MUDAN,6.933,20000,4,555577.0,voterank
TH_prior,MUDAN,9.311,20000,4,542319.0,voterank
UCB,MUDAN,12.564,20000,5,808488.0,voterank
Bayesian_UCB_prior,MUDAN,7.892,20000,5,674069.0,voterank
TH_prior,MUDAN,8.372,20000,5,639113.0,voterank
