Bandit,Auction,Time (s),T,k,Revenue,armset
UCB,MUDAR,33.297,20000,2,291541.10217151645,normal
Bayesian_UCB,MUDAR,32.711,20000,2,293979.2001421422,normal
TH,MUDAR,198.416,20000,2,322951.27460758475,normal
UCB,MUDAR,32.637,20000,3,380935.2643650859,normal
Bayesian_UCB,MUDAR,33.118,20000,3,375895.5170939426,normal
TH,MUDAR,190.487,20000,3,426874.0158512043,normal
UCB,MUDAR,32.161,20000,4,442726.72357715253,normal
Bayesian_UCB,MUDAR,32.993,20000,4,451230.65286667406,normal
TH,MUDAR,196.691,20000,4,466711.9528475308,normal
UCB,MUDAR,35.623,20000,5,484422.8605296429,normal
Bayesian_UCB,MUDAR,34.74,20000,5,481778.7931343676,normal
TH,MUDAR,192.621,20000,5,586517.7824347412,normal
UCB,MUDAR,7.186,20000,2,402409.87549630506,pagerank
Bayesian_UCB,MUDAR,5.967,20000,2,321828.4789859448,pagerank
Bayesian_UCB_prior,MUDAR,5.841,20000,2,317301.4128623023,pagerank
TH,MUDAR,8.342,20000,2,308960.30804935767,pagerank
TH_prior,MUDAR,8.286,20000,2,357354.3140314582,pagerank
UCB,MUDAR,7.519,20000,3,499544.86515744217,pagerank
Bayesian_UCB,MUDAR,6.529,20000,3,397487.2866637566,pagerank
Bayesian_UCB_prior,MUDAR,6.218,20000,3,450097.1685196617,pagerank
TH,MUDAR,8.326,20000,3,388161.7860574953,pagerank
TH_prior,MUDAR,8.08,20000,3,438972.40175169485,pagerank
UCB,MUDAR,8.816,20000,4,557841.1039328246,pagerank
Bayesian_UCB,MUDAR,5.803,20000,4,475548.0375782567,pagerank
Bayesian_UCB_prior,MUDAR,6.691,20000,4,517190.0057464722,pagerank
TH,MUDAR,7.868,20000,4,471478.044578262,pagerank
TH_prior,MUDAR,7.673,20000,4,528683.0095037979,pagerank
UCB,MUDAR,6.58,20000,5,678351.1650720707,pagerank
Bayesian_UCB,MUDAR,5.436,20000,5,560184.072475162,pagerank
Bayesian_UCB_prior,MUDAR,7.587,20000,5,527763.530712251,pagerank
TH,MUDAR,8.226,20000,5,507548.93430385774,pagerank
TH_prior,MUDAR,7.599,20000,5,555992.2459322701,pagerank
UCB,MUDAR,9.308,20000,2,433290.5803546031,degree
Bayesian_UCB,MUDAR,6.171,20000,2,327278.51216338674,degree
Bayesian_UCB_prior,MUDAR,7.15,20000,2,345360.344844569,degree
TH,MUDAR,7.938,20000,2,327292.13277179014,degree
TH_prior,MUDAR,7.581,20000,2,356547.2073562753,degree
UCB,MUDAR,7.298,20000,3,473943.1455488139,degree
Bayesian_UCB,MUDAR,6.391,20000,3,424626.64739958924,degree
Bayesian_UCB_prior,MUDAR,7.466,20000,3,450396.9060055978,degree
TH,MUDAR,8.682,20000,3,457199.7381988732,degree
TH_prior,MUDAR,6.847,20000,3,426767.1602203988,degree
UCB,MUDAR,6.392,20000,4,592682.6246315213,degree
Bayesian_UCB,MUDAR,7.182,20000,4,508321.0648743161,degree
Bayesian_UCB_prior,MUDAR,6.079,20000,4,473561.7772035525,degree
TH,MUDAR,8.929,20000,4,501511.84529956145,degree
TH_prior,MUDAR,8.877,20000,4,548777.7092577205,degree
UCB,MUDAR,5.838,20000,5,676244.6160706459,degree
Bayesian_UCB,MUDAR,5.931,20000,5,546359.6207956168,degree
Bayesian_UCB_prior,MUDAR,6.72,20000,5,647128.1454293288,degree
TH,MUDAR,8.92,20000,5,539878.0894563654,degree
TH_prior,MUDAR,7.666,20000,5,607353.9613659175,degree
UCB,MUDAR,6.842,20000,2,359332.2337858291,voterank
Bayesian_UCB,MUDAR,7.401,20000,2,331002.1546713766,voterank
Bayesian_UCB_prior,MUDAR,6.236,20000,2,332968.32179538766,voterank
TH,MUDAR,7.745,20000,2,347608.4121931948,voterank
TH_prior,MUDAR,7.285,20000,2,337448.00823729916,voterank
UCB,MUDAR,6.785,20000,3,463804.5489821529,voterank
Bayesian_UCB,MUDAR,6.031,20000,3,471287.80071442714,voterank
Bayesian_UCB_prior,MUDAR,6.1,20000,3,435289.61122429295,voterank
TH,MUDAR,7.49,20000,3,475636.93199852767,voterank
TH_prior,MUDAR,7.437,20000,3,443143.6709083592,voterank
UCB,MUDAR,7.364,20000,4,666484.369743531,voterank
Bayesian_UCB,MUDAR,5.618,20000,4,553956.6301993051,voterank
Bayesian_UCB_prior,MUDAR,6.318,20000,4,507959.92901914846,voterank
TH,MUDAR,7.243,20000,4,478831.7313484263,voterank
TH_prior,MUDAR,7.631,20000,4,542069.5289662345,voterank
UCB,MUDAR,4.428,20000,5,759213.228429673,voterank
Bayesian_UCB,MUDAR,6.01,20000,5,607121.9775324747,voterank
Bayesian_UCB_prior,MUDAR,6.157,20000,5,557940.0010530319,voterank
TH,MUDAR,7.377,20000,5,575363.1050554224,voterank
TH_prior,MUDAR,7.664,20000,5,568786.6169074586,voterank
UCB,MUDAR,6.473,20000,2,375583.0774584476,shapley_degree
Bayesian_UCB,MUDAR,6.648,20000,2,323438.500873274,shapley_degree
Bayesian_UCB_prior,MUDAR,10.892,20000,2,322393.07011141005,shapley_degree
TH,MUDAR,7.422,20000,2,323296.1812228312,shapley_degree
TH_prior,MUDAR,6.344,20000,2,316261.22590373555,shapley_degree
UCB,MUDAR,5.152,20000,3,510504.3901768383,shapley_degree
Bayesian_UCB,MUDAR,5.78,20000,3,433614.5650453848,shapley_degree
Bayesian_UCB_prior,MUDAR,5.419,20000,3,466496.6165934234,shapley_degree
TH,MUDAR,8.045,20000,3,412021.15702808584,shapley_degree
TH_prior,MUDAR,7.576,20000,3,398647.194197077,shapley_degree
UCB,MUDAR,8.622,20000,4,677525.5050334487,shapley_degree
Bayesian_UCB,MUDAR,5.658,20000,4,515860.0609274741,shapley_degree
Bayesian_UCB_prior,MUDAR,6.988,20000,4,516334.53873239167,shapley_degree
TH,MUDAR,8.845,20000,4,517433.1788057138,shapley_degree
TH_prior,MUDAR,7.501,20000,4,497622.5747602059,shapley_degree
UCB,MUDAR,5.186,20000,5,603303.481589918,shapley_degree
Bayesian_UCB,MUDAR,7.789,20000,5,508161.9011623899,shapley_degree
Bayesian_UCB_prior,MUDAR,7.309,20000,5,553731.5725800678,shapley_degree
TH,MUDAR,7.854,20000,5,512447.64886884246,shapley_degree
TH_prior,MUDAR,8.236,20000,5,546133.6192793687,shapley_degree
UCB,MUDAR,5.08,20000,2,343141.23129309615,shapley_threshold
Bayesian_UCB,MUDAR,5.769,20000,2,298873.134697237,shapley_threshold
Bayesian_UCB_prior,MUDAR,7.619,20000,2,308254.5402077721,shapley_threshold
TH,MUDAR,7.378,20000,2,309595.41870544956,shapley_threshold
TH_prior,MUDAR,7.14,20000,2,302022.5710219087,shapley_threshold
UCB,MUDAR,8.253,20000,3,572450.0174556932,shapley_threshold
Bayesian_UCB,MUDAR,6.417,20000,3,397200.760426589,shapley_threshold
Bayesian_UCB_prior,MUDAR,7.238,20000,3,430006.3037848879,shapley_threshold
TH,MUDAR,7.624,20000,3,405862.48576775583,shapley_threshold
TH_prior,MUDAR,7.575,20000,3,420872.06540691253,shapley_threshold
UCB,MUDAR,6.815,20000,4,551273.7631766784,shapley_threshold
Bayesian_UCB,MUDAR,6.434,20000,4,532939.6175315562,shapley_threshold
Bayesian_UCB_prior,MUDAR,7.365,20000,4,519594.5482284064,shapley_threshold
TH,MUDAR,7.571,20000,4,483702.67981107446,shapley_threshold
TH_prior,MUDAR,7.871,20000,4,484444.4333541536,shapley_threshold
UCB,MUDAR,5.809,20000,5,600919.7748711647,shapley_threshold
Bayesian_UCB,MUDAR,8.637,20000,5,578414.2541627485,shapley_threshold
Bayesian_UCB_prior,MUDAR,7.362,20000,5,557831.4488956679,shapley_threshold
TH,MUDAR,8.686,20000,5,501916.2930393946,shapley_threshold
TH_prior,MUDAR,12.42,20000,5,587016.6872585882,shapley_threshold
UCB,MUDAR,8.953,20000,2,363745.97675929393,shapley_closeness
Bayesian_UCB,MUDAR,7.43,20000,2,327315.47352375905,shapley_closeness
Bayesian_UCB_prior,MUDAR,7.107,20000,2,296027.2828928337,shapley_closeness
TH,MUDAR,10.569,20000,2,321783.0836009749,shapley_closeness
TH_prior,MUDAR,12.856,20000,2,314476.8119267061,shapley_closeness
UCB,MUDAR,10.25,20000,3,496171.4236002656,shapley_closeness
Bayesian_UCB,MUDAR,9.738,20000,3,436455.33778513427,shapley_closeness
Bayesian_UCB_prior,MUDAR,8.187,20000,3,427141.8438338083,shapley_closeness
TH,MUDAR,12.77,20000,3,378419.4009381344,shapley_closeness
TH_prior,MUDAR,13.758,20000,3,459867.1303575758,shapley_closeness
UCB,MUDAR,12.94,20000,4,561323.0619422039,shapley_closeness
Bayesian_UCB,MUDAR,11.18,20000,4,437428.7208064525,shapley_closeness
Bayesian_UCB_prior,MUDAR,10.734,20000,4,499668.67952905793,shapley_closeness
TH,MUDAR,12.361,20000,4,481874.6613050196,shapley_closeness
