,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,5.573,20000,1,3679515.220157342,degree
1,Bayesian_UCB,MUDAR,7.898,20000,2,3142460.3908959413,degree
2,UCB,MUDAR,12.475,20000,3,3417869.8833223954,degree
3,UCB,MUDAR,8.379,20000,4,2925474.685048258,pagerank
4,UCB,MUDAR,5.132,20000,5,2556347.6968006496,voterank
