,Bandit,Auction,Time (s),T,k,Revenue,armset
0,UCB,MUDAR,83.584,80000,1,14274398.263319314,pagerank
1,UCB,MUDAR,87.314,80000,2,13448448.97720274,degree
2,UCB,MUDAR,78.158,80000,3,10340215.274260338,shapley_threshold
3,UCB,MUDAR,95.401,80000,4,10639730.045055484,voterank
4,UCB,MUDAR,81.245,80000,5,11837116.259106465,voterank
